run_id,dataset,mode,num_paths,seed,epoch,step,train_loss,test_acc,elapsed_s,avg_step_ms,cumulative_param_updates
mnist_FULL_seed0_4c507dd6,mnist,full,0,0,1,469,0.3536552718357999,0.9491,1.6896498339483514,1.0299855043420565,110283474
mnist_FULL_seed0_4c507dd6,mnist,full,0,0,2,938,0.13597024504595728,0.965,4.489942249958403,0.9725144853307082,220566948
mnist_FULL_seed0_4c507dd6,mnist,full,0,0,3,1407,0.08886964655101998,0.9747,7.321893333923072,0.9853223396806734,330850422
mnist_FULL_seed0_4c507dd6,mnist,full,0,0,4,1876,0.06339059547602591,0.9736,10.117152374936268,0.9681437909702407,441133896
mnist_FULL_seed0_4c507dd6,mnist,full,0,0,5,2345,0.04971810231811361,0.9731,12.897421166999266,0.9879246460837818,551417370
